Name,Address,City,State,Workers,Local,District,Contract
"2692 Madison Rd, Cincinnati, OH",2692 Madison Rd,Cincinnati,OH,46,4185,9,Mauv
"1801 Henderson Rd, Columbus, OH",1801 Henderson Rd,Columbus,OH,53,2762,2,Pink
"950 North Bridge Street, Chillicothe, OH",950 North Bridge Street,Chillicothe,OH,49,281,3,Fuscia
"4906 Monroe St, Toledo, OH",4906 Monroe St,Toledo,OH,51,9890,5,Teal
"6710 Strip Ave, North Canton, OH",6710 Strip Ave,North Canton,OH,56,2463,8,Red
"2312 Taylor Park Dr, Reynoldsburg, OH",2312 Taylor Park Dr,Reynoldsburg,OH,24,4279,9,Mauv
"1605 Western Ave, Cincinnati, OH",1605 Western Ave,Cincinnati,OH,37,4058,9,Yellow
"1351 River Valley Blvd, Lancaster, OH",1351 River Valley Blvd,Lancaster,OH,65,5121,8,Crimson
"3397 Princeton Road, Hamilton, OH",3397 Princeton Road,Hamilton,OH,71,3040,5,Red
"750 Huron Rd E, Cleveland, OH",750 Huron Rd E,Cleveland,OH,8,4659,4,Mauv
"2145 Eastern Ave, Gallipolis, OH",2145 Eastern Ave,Gallipolis,OH,23,944,4,Orange
"2335 Gallia Street, Portsmouth, OH",2335 Gallia Street,Portsmouth,OH,4,5409,2,Teal
"1547 West River Rd, Elyria, OH",1547 West River Rd,Elyria,OH,11,3383,7,Turquoise
"1555 Olentangy River Road, Columbus, OH",1555 Olentangy River Road,Columbus,OH,81,6169,8,Crimson
"1545 Hilliard Rome Rd, Columbus, OH",1545 Hilliard Rome Rd,Columbus,OH,7,2909,4,Orange
"2427 Miamisburg Centerville Rd, Dayton, OH",2427 Miamisburg Centerville Rd,Dayton,OH,73,4109,9,Purple
"700 Bell St, Akron, OH",700 Bell St,Akron,OH,17,2755,3,Orange
"1495 Polaris Pkwy, Columbus, OH",1495 Polaris Pkwy,Columbus,OH,5,9324,5,Goldenrod
"5412 Youngstown Warren Road, Niles, OH",5412 Youngstown Warren Road,Niles,OH,75,8104,2,Fuscia
"4465 Eastgate Blvd, Cincinnati, OH",4465 Eastgate Blvd,Cincinnati,OH,31,6250,7,Purple
"34808 Euclid Ave, Willoughby, OH",34808 Euclid Ave,Willoughby,OH,68,1573,9,Violet
"2727 Fairfield Commons, Beavercreek, OH",2727 Fairfield Commons,Beavercreek,OH,32,6289,1,Blue
"1036 W Liberty St, Cincinnati, OH",1036 W Liberty St,Cincinnati,OH,48,3996,3,Yellow
"3952 Morse Crossing, Columbus, OH",3952 Morse Crossing,Columbus,OH,65,7086,7,Indigo
"4199 Weaver Ct S, Hilliard, OH",4199 Weaver Ct S,Hilliard,OH,52,5855,3,Pink
"3955 Townsfair Way, Columbus, OH",3955 Townsfair Way,Columbus,OH,73,1332,9,Pink
"6901 Rockside Road, Independence, OH",6901 Rockside Road,Independence,OH,73,1423,9,Violet
"17970 Royalton Rd, Strongsville, OH",17970 Royalton Rd,Strongsville,OH,55,4383,9,Purple
"4108 Buckeye Pkwy, Grove City, OH",4108 Buckeye Pkwy,Grove City,OH,41,3279,8,Violet
"26300 Cedar Rd, Beachwood, OH",26300 Cedar Rd,Beachwood,OH,61,9142,1,Teal
"35925 Detroit Rd Ste 121, Avon, OH",35925 Detroit Rd Ste 121,Avon,OH,53,4442,1,Green
"3910 South Ave, Youngstown, OH",3910 South Ave,Youngstown,OH,2,6226,1,Aquamarine
"4912 N. Whipple Avenue, Canton, OH",4912 N. Whipple Avenue,Canton,OH,16,7954,7,Khaki
"67800 Mall Ring Rd, Saint Clairsville, OH",67800 Mall Ring Rd,Saint Clairsville,OH,28,4490,8,Mauv
"794 Howe Avenue, Cuyahoga Falls, OH",794 Howe Avenue,Cuyahoga Falls,OH,24,9986,6,Mauv
"1301 E 9th St, Cleveland, OH",1301 E 9th St,Cleveland,OH,71,724,1,Teal
"3612 Stone Creek Blvd., Cincinnati, OH",3612 Stone Creek Blvd.,Cincinnati,OH,52,3210,4,Khaki
"9940 Waterstone Blvd, Cincinnati, OH",9940 Waterstone Blvd,Cincinnati,OH,87,1008,4,Purple
"7701 - 7707 Mentor Ave., Mentor, OH",7701 - 7707 Mentor Ave.,Mentor,OH,60,7384,9,Crimson
"4467 Walnut Street, Dayton, OH",4467 Walnut Street,Dayton,OH,16,8148,2,Turquoise
"3591 Salem Ave, Dayton, OH",3591 Salem Ave,Dayton,OH,98,6754,3,Yellow
"1636 Bechtle Avenue, Springfield, OH",1636 Bechtle Avenue,Springfield,OH,39,9681,6,Aquamarine
"3890 Medina Road, Akron, OH",3890 Medina Road,Akron,OH,69,8205,9,Maroon
"28101 Chagrin Blvd, Woodmere, OH",28101 Chagrin Blvd,Woodmere,OH,57,3256,3,Crimson
"7875 Montgomery Rd., Cincinnati, OH",7875 Montgomery Rd.,Cincinnati,OH,16,5843,1,Orange
"6450 Davis Industrial Pkwy, Solon, OH",6450 Davis Industrial Pkwy,Solon,OH,53,587,6,Puce
"9800 76th Street, Suite 104, Pleasant Prairie, WI",9800 76th Street,Pleasant Prairie,WI,100,9797,6,Turquoise
"6150 N. Port Washington Road, Glendale, WI",6150 N. Port Washington Road,Glendale,WI,75,892,1,Orange
"1045 Clark St, Stevens Point, WI",1045 Clark St,Stevens Point,WI,79,6339,8,Yellow
"17515 W. Bluemound Rd. #200, Brookfield, WI",17515 W. Bluemound Rd. #200,Brookfield,WI,11,6707,9,Purple
"4739 S. 76th Street, Greenfield, WI",4739 S. 76th Street,Greenfield,WI,14,5746,1,Purple
"15345 W Coffee Rd, New Berlin, WI",15345 W Coffee Rd,New Berlin,WI,60,1029,6,Turquoise
"3310 East Calumet, Appleton, WI",3310 East Calumet,Appleton,WI,100,9591,4,Khaki
"406 S. Gammon Road, Madison, WI",406 S. Gammon Road,Madison,WI,93,9988,8,Teal
"3131 Milton Ave Ste 100, Janesville, WI",3131 Milton Ave Ste 100,Janesville,WI,72,9372,6,Green
"3902 E. Washington Avenue, Madison, WI",3902 E. Washington Avenue,Madison,WI,43,573,8,Fuscia
"130 Dixon St, Madison, WI",130 Dixon St,Madison,WI,18,1389,1,Orange
"677 Bay Park Square Mall, Green Bay, WI",677 Bay Park Square Mall,Green Bay,WI,54,2494,3,Puce
"1380 Pabst Farms Circle, Oconomowoc, WI",1380 Pabst Farms Circle,Oconomowoc,WI,15,8114,2,Crimson
"5825 N 99th St, Milwaukee, WI",5825 N 99th St,Milwaukee,WI,80,6315,8,Maroon
"5502 Washington Ave Ste 900, Mount Pleasant, WI",5502 Washington Ave Ste 900,Mount Pleasant,WI,42,2888,7,Goldenrod
"11450 W Burleigh St, Wauwatosa, WI",11450 W Burleigh St,Wauwatosa,WI,23,5638,9,Purple
"205 S Jefferson St, Green Bay, WI",205 S Jefferson St,Green Bay,WI,84,9920,7,Green
"226061 Rib Mountain Drive, Wausau, WI",226061 Rib Mountain Drive,Wausau,WI,4,3621,5,Purple
"5075 S. 76th St., Greenfield, WI",5075 S. 76th St.,Greenfield,WI,11,5302,5,Orange
"2580 American Dr, Appleton, WI",2580 American Dr,Appleton,WI,61,6841,4,Aquamarine
"4739 S 76th St, Greenfield, WI",4739 S 76th St,Greenfield,WI,92,4553,6,Violet
"3827 Tower Ave, Superior, WI",3827 Tower Ave,Superior,WI,86,6873,9,Crimson
"4620 Golf Road, Eau Claire, WI",4620 Golf Road,Eau Claire,WI,67,3289,5,Khaki
"4850 E. Southport, Ste L, Indianapolis, IN",4850 E. Southport,Indianapolis,IN,19,4688,8,Green
"530 Massachusetts Ave, Ste 105, Indianapolis, IN",530 Massachusetts Ave,Indianapolis,IN,44,5116,8,Violet
"260 N Jacob Drive, Bloomington, IN",260 N Jacob Drive,Bloomington,IN,25,6339,5,Goldenrod
"5020 W Lloyd Expressway, Evansville, IN",5020 W Lloyd Expressway,Evansville,IN,12,5345,2,Violet
"1820 Midwest Blvd, Indianapolis, IN",1820 Midwest Blvd,Indianapolis,IN,17,3809,3,Purple
"4351 Lafayette Road, Indianapolis, IN",4351 Lafayette Road,Indianapolis,IN,38,148,2,Red
"1437 S Reed Rd, Kokomo, IN",1437 S Reed Rd,Kokomo,IN,14,9760,9,Orange
"709 East Lewis And Clark Pkwy, Clarksville, IN",709 East Lewis And Clark Pkwy,Clarksville,IN,67,6204,4,Blue
"4510 Ohara Dr, Evansville, IN",4510 Ohara Dr,Evansville,IN,63,5226,3,Violet
"5101 Vogel Rd, Evansville, IN",5101 Vogel Rd,Evansville,IN,32,9107,4,Orange
"10105 E. Washington Street, Indianapolis, IN",10105 E. Washington Street,Indianapolis,IN,49,2889,6,Green
"330 Burkhardt Rd, Evansville, IN",330 Burkhardt Rd,Evansville,IN,47,5355,2,Red
"1548 S. Washington, Crawfordsville, IN",1548 S. Washington,Crawfordsville,IN,51,9504,3,Indigo
"601 E Alto Rd, Kokomo, IN",601 E Alto Rd,Kokomo,IN,99,9164,5,Blue
"4170 Grape Rd, Mishawaka, IN",4170 Grape Rd,Mishawaka,IN,34,1154,4,Blue
"5719 Kopetsky Dr, Indianapolis, IN",5719 Kopetsky Dr,Indianapolis,IN,88,5182,4,Maroon
"5182 S Franklin St, Michigan City, IN",5182 S Franklin St,Michigan City,IN,42,70,4,Khaki
"3811 Illinois Rd, Fort Wayne, IN",3811 Illinois Rd,Fort Wayne,IN,92,226,4,Khaki
"1121 E Ireland Rd, South Bend, IN",1121 E Ireland Rd,South Bend,IN,32,5585,4,Mauv
"7724 East Us Hwy 36, Avon, IN",7724 East Us Hwy 36,Avon,IN,50,8373,2,Pink
"4711 S. Scatterfield Rd., Anderson, IN",4711 S. Scatterfield Rd.,Anderson,IN,16,1837,4,Yellow
"6723 W. Jefferson Blvd, Fort Wayne, IN",6723 W. Jefferson Blvd,Fort Wayne,IN,22,4890,7,Goldenrod
"13901 Town Center Blvd, Noblesville, IN",13901 Town Center Blvd,Noblesville,IN,71,272,8,Red
"5206 Rockville Rd, Indianapolis, IN",5206 Rockville Rd,Indianapolis,IN,32,9882,8,Maroon
"1414 W Mcgalliard Rd, Muncie, IN",1414 W Mcgalliard Rd,Muncie,IN,89,5619,5,Orange
"9210 Rockville Rd, Indianapolis, IN",9210 Rockville Rd,Indianapolis,IN,91,4942,7,Blue
"2629 E 80th Ave, Merrillville, IN",2629 E 80th Ave,Merrillville,IN,56,8251,5,Purple
"7336 E 90th St, Indianapolis, IN",7336 E 90th St,Indianapolis,IN,14,7320,7,Khaki
"2894 E 3rd St, Bloomington, IN",2894 E 3rd St,Bloomington,IN,29,401,8,Crimson
"3920 E Market St, Logansport, IN",3920 E Market St,Logansport,IN,36,576,5,Puce
"3231 N Green River Road, Evansville, IN",3231 N Green River Road,Evansville,IN,9,9336,5,Green
"2707 Cassopolis St, Elkhart, IN",2707 Cassopolis St,Elkhart,IN,69,5292,9,Fuscia
"6155 North Keystone Ave, Indianapolis, IN",6155 North Keystone Ave,Indianapolis,IN,9,6842,4,Violet
"2120 Sagamore Parkway S., Lafayette, IN",2120 Sagamore Parkway S.,Lafayette,IN,73,7854,8,Puce
"8812 Us 31 South, Indianapolis, IN",8812 Us 31 South,Indianapolis,IN,86,2560,5,Red
"7917 Indianapolis Blvd, Hammond, IN",7917 Indianapolis Blvd,Hammond,IN,25,8887,5,Red
"2001 E Greyhound Pass Ste 6, Carmel, IN",2001 E Greyhound Pass Ste 6,Carmel,IN,88,2242,1,Yellow
"1619 Magnavox Way, Fort Wayne, IN",1619 Magnavox Way,Fort Wayne,IN,80,5747,6,Maroon
"918 N 26th St, Milwaukee, WI",918 N 26th St,Milwaukee,WI,43,3172,7,Violet
"3100 South Halsted St, Chicago, IL",3100 South Halsted St,Chicago,IL,76,4419,5,Fuscia
"1912 8th St, Bedford, IN",1912 8th St,Bedford,IN,46,8606,7,Yellow
"3230 Mccarty Rd, Saginaw, MI",3230 Mccarty Rd,Saginaw,MI,29,6916,4,Violet
"2240 12th Ave. NW, Ardmore, OK",2240 12th Ave. NW,Ardmore,OK,13,2728,5,Yellow
"502 Shawnee Mall Drive, Shawnee, OK",502 Shawnee Mall Drive,Shawnee,OK,82,1374,9,Blue
"2310 NW Cache Road, Lawton, OK",2310 NW Cache Road,Lawton,OK,97,4005,4,Orange
"1828 S 4th Street, Chickasha, OK",1828 S 4th Street,Chickasha,OK,51,8392,3,Khaki
"7102 S. Memorial, Tulsa, OK",7102 S. Memorial,Tulsa,OK,44,5072,8,Blue
"3802 S 79th East Ave, Tulsa, OK",3802 S 79th East Ave,Tulsa,OK,32,4295,7,Indigo
"5505 E 41st St, Tulsa, OK",5505 E 41st St,Tulsa,OK,51,5355,5,Yellow
"1580 E Electric Ave, Mcalester, OK",1580 E Electric Ave,Mcalester,OK,15,5054,8,Teal
"15901 E Skelly Dr, Tulsa, OK",15901 E Skelly Dr,Tulsa,OK,74,9911,4,Green
"2125 SE Washington Blvd, Bartlesville, OK",2125 SE Washington Blvd,Bartlesville,OK,35,9870,8,Khaki
"9031 N 121st East Ave, Owasso, OK",9031 N 121st East Ave,Owasso,OK,42,912,3,Green
"7263 S Olympia Ave W, Tulsa, OK",7263 S Olympia Ave W,Tulsa,OK,53,9224,4,Khaki
"1200 E. Hillside Dr., Broken Arrow, OK",1200 E. Hillside Dr.,Broken Arrow,OK,5,9312,7,Blue
"520 East Hall Of Fame, Stillwater, OK",520 East Hall Of Fame,Stillwater,OK,2,2951,8,Turquoise
"402 N York Street, Muskogee, OK",402 N York Street,Muskogee,OK,40,1487,3,Green
"433 S. George Nigh Expressway, Mcalester, OK",433 S. George Nigh Expressway,Mcalester,OK,95,3390,3,Puce
"10035 South Memorial Dr, Tulsa, OK",10035 South Memorial Dr,Tulsa,OK,32,3029,8,Orange
"1404-a S Lewis, Tulsa, OK",1404-a S Lewis,Tulsa,OK,94,5812,3,Blue
"2401 W. Owen K Garriot Rd., Enid, OK",2401 W. Owen K Garriot Rd.,Enid,OK,83,3682,9,Turquoise
"2237 W. Memorial Rd, Oklahoma City, OK",2237 W. Memorial Rd,Oklahoma City,OK,45,3900,4,Green
"1600 Garth Brooks Blvd Ste 100, Yukon, OK",1600 Garth Brooks Blvd Ste 100,Yukon,OK,57,1928,8,Goldenrod
"1444 - 24th Ave NW, Norman, OK",1444 - 24th Ave NW,Norman,OK,16,9956,6,Orange
"1413-c W. I-240 Service Rd., Oklahoma City, OK",1413-c W. I-240 Service Rd.,Oklahoma City,OK,89,4808,9,Indigo
"2670 S Service Rd, Moore, OK",2670 S Service Rd,Moore,OK,84,3458,4,Puce
"111 Dean A Mcgee Ave, Oklahoma City, OK",111 Dean A Mcgee Ave,Oklahoma City,OK,78,2954,5,Blue
"3201 Quail Springs Pkwy, Oklahoma City, OK",3201 Quail Springs Pkwy,Oklahoma City,OK,24,6195,9,Indigo
"7205 SE 29th St., Midwest City, OK",7205 SE 29th St.,Midwest City,OK,70,8700,4,Orange
"502 West 3rd, Elk City, OK",502 West 3rd,Elk City,OK,65,9314,2,Goldenrod
"2003 West Danforth Road, Edmond, OK",2003 West Danforth Road,Edmond,OK,15,6547,5,Green
"2351 W. Main, Norman, OK",2351 W. Main,Norman,OK,97,374,7,Puce
"500 South Macarthur, Oklahoma City, OK",500 South Macarthur,Oklahoma City,OK,15,5735,4,Pink
"3800 S Douglas Ave, Oklahoma City, OK",3800 S Douglas Ave,Oklahoma City,OK,99,3534,6,Pink
"6959 Northwest Expressway, Oklahoma City, OK",6959 Northwest Expressway,Oklahoma City,OK,88,3601,7,Mauv
"5325 North May Avenue, Oklahoma City, OK",5325 North May Avenue,Oklahoma City,OK,54,4214,5,Pink
"1255 East Second St, Edmond, OK",1255 East Second St,Edmond,OK,3,716,8,Khaki
"5704 N San Bernardo Ave, Laredo, TX",5704 N San Bernardo Ave,Laredo,TX,89,9854,1,Khaki
"10719 Mcpherson Road, Laredo, TX",10719 Mcpherson Road,Laredo,TX,59,9582,5,Violet
"4757 South Broadway Ave, Tyler, TX",4757 South Broadway Ave,Tyler,TX,62,6038,6,Green
"3407 N. 4th Street, Longview, TX",3407 N. 4th Street,Longview,TX,37,2035,4,Goldenrod
"109 W Loop 281, Longview, TX",109 W Loop 281,Longview,TX,40,5896,3,Purple
"8922 S Broadway Ave Ste 112, Tyler, TX",8922 S Broadway Ave Ste 112,Tyler,TX,61,40,5,Orange
"301 W Whaley St, Longview, TX",301 W Whaley St,Longview,TX,7,1867,5,Blue
"4400 N. Midland Drive, #600, Midland, TX",4400 N. Midland Drive,Midland,TX,76,1559,7,Purple
"1505 W Francis Ave, Midland, TX",1505 W Francis Ave,Midland,TX,25,7664,1,Turquoise
"201 N Nelson St, Fort Stockton, TX",201 N Nelson St,Fort Stockton,TX,82,8073,3,Red
"3301 N Midkiff, Midland, TX",3301 N Midkiff,Midland,TX,90,3995,2,Mauv
"4937 E. 42nd, Odessa, TX",4937 E. 42nd,Odessa,TX,31,749,1,Blue
"302 N 6th St, Alpine, TX",302 N 6th St,Alpine,TX,100,4599,4,Red
"6605 I-40 West, Bldg. B, Amarillo, TX",6605 I-40 West,Amarillo,TX,94,1979,3,Yellow
"5930 Glenoak Ln, Amarillo, TX",5930 Glenoak Ln,Amarillo,TX,81,8554,3,Maroon
"5752 W. Amarillo Blvd., Amarillo, TX",5752 W. Amarillo Blvd.,Amarillo,TX,93,104,5,Aquamarine
"4410 S Coulter St, Amarillo, TX",4410 S Coulter St,Amarillo,TX,54,2711,2,Mauv
"1011 W. 5th St., Ste. 150a, Austin, TX",1011 W. 5th St.,Austin,TX,20,908,6,Khaki
"11909 Domain Dr, Ste 130, Austin, TX",11909 Domain Dr,Austin,TX,96,5821,5,Orange
"651 Barnes Dr, Bldg 2, Ste 206, San Marcos, TX",651 Barnes Dr,San Marcos,TX,65,6435,6,Blue
"1103 Rivery Blvd., Georgetown, TX",1103 Rivery Blvd.,Georgetown,TX,55,153,5,Green
"1335 E. Whitestone, Cedar Park, TX",1335 E. Whitestone,Cedar Park,TX,68,2697,3,Mauv
"2828 Guadalupe St, Austin, TX",2828 Guadalupe St,Austin,TX,66,9886,6,Blue
"4544 S Lamar Blvd, Austin, TX",4544 S Lamar Blvd,Austin,TX,68,9743,3,Khaki
"5033a Us Hwy 290 W, Austin, TX",5033a Us Hwy 290 W,Austin,TX,33,3070,4,Red
"1100 S. Lamar Blvd, Austin, TX",1100 S. Lamar Blvd,Austin,TX,88,7482,7,Aquamarine
"13000 N. Ih 35, Austin, TX",13000 N. Ih 35,Austin,TX,9,214,3,Teal
"14009 N. Us Hwy 183 Ste. 107, Austin, TX",14009 N. Us Hwy 183 Ste. 107,Austin,TX,68,9142,3,Crimson
"747 Hwy 71 West, Bastrop, TX",747 Hwy 71 West,Bastrop,TX,23,8357,1,Mauv
"5827 E Ben White Blvd, Austin, TX",5827 E Ben White Blvd,Austin,TX,67,9253,9,Goldenrod
"2601 S Ih 35, Round Rock, TX",2601 S Ih 35,Round Rock,TX,41,5262,2,Crimson
"9900 S. Ih-35 Service Rd Sb, Austin, TX",9900 S. Ih-35 Service Rd Sb,Austin,TX,71,9049,6,Teal
"1000 East 5th St, Austin, TX",1000 East 5th St,Austin,TX,18,2898,6,Maroon
"5695 Kyle Parkway Ste 300, Kyle, TX",5695 Kyle Parkway Ste 300,Kyle,TX,27,589,4,Indigo
"1611 Headway Cir, Austin, TX",1611 Headway Cir,Austin,TX,84,684,5,Red
"5407 North Ih 35, Austin, TX",5407 North Ih 35,Austin,TX,43,8154,7,Green
"4405 Williams Dr., Georgetown, TX",4405 Williams Dr.,Georgetown,TX,20,8635,4,Aquamarine
"1011 W 5th Street, Austin, TX",1011 W 5th Street,Austin,TX,63,663,5,Orange
"2901 S Captl Of Tx Hwy Ste E03, Austin, TX",2901 S Captl Of Tx Hwy Ste E03,Austin,TX,73,7450,6,Purple
"10001 Research Blvd, Austin, TX",10001 Research Blvd,Austin,TX,39,9196,6,Green
"4400 Staggerbrush Rd, Austin, TX",4400 Staggerbrush Rd,Austin,TX,24,6002,4,Puce
"5701 West Slaughter Lane Bld E, Austin, TX",5701 West Slaughter Lane Bld E,Austin,TX,79,9590,9,Khaki
"5770 North Mopac Expwy, Austin, TX",5770 North Mopac Expwy,Austin,TX,64,4063,5,Goldenrod
"5425 S. Padre Island Drive, Corpus Christi, TX",5425 S. Padre Island Drive,Corpus Christi,TX,19,5762,1,Mauv
"64 N Reynolds St, Alice, TX",64 N Reynolds St,Alice,TX,72,2151,3,Teal
"402 East F.m. 351, Beeville, TX",402 East F.m. 351,Beeville,TX,45,9252,7,Pink
"13525 Northwest Blvd, Corpus Christi, TX",13525 Northwest Blvd,Corpus Christi,TX,83,7648,8,Khaki
"1900 Dr N.w.atkinson Blvd.#100, Alice, TX",1900 Dr N.w.atkinson Blvd.#100,Alice,TX,77,721,8,Puce
"3138 South Padre Island Drive, Corpus Christi, TX",3138 South Padre Island Drive,Corpus Christi,TX,16,2124,5,Mauv
"6308 Navarro St, Victoria, TX",6308 Navarro St,Victoria,TX,23,7800,5,Goldenrod
"4460 Dowlen Rd, Beaumont, TX",4460 Dowlen Rd,Beaumont,TX,85,5297,3,Khaki
"8445 Memorial Blvd, Port Arthur, TX",8445 Memorial Blvd,Port Arthur,TX,76,2660,3,Red
"2802 N Ih-35, Ste. D, New Braunfels, TX",2802 N Ih-35,New Braunfels,TX,22,6915,4,Violet
"8345 Agora Pkwy, Selma, TX",8345 Agora Pkwy,Selma,TX,96,7532,9,Indigo
"7023 Ih-35 S, San Antonio, TX",7023 Ih-35 S,San Antonio,TX,4,7201,6,Crimson
"1141 North Fm 1604 E, San Antonio, TX",1141 North Fm 1604 E,San Antonio,TX,50,8070,4,Mauv
"6045 NW Loop 410, San Antonio, TX",6045 NW Loop 410,San Antonio,TX,2,5171,3,Yellow
"13127 San Pedro, San Antonio, TX",13127 San Pedro,San Antonio,TX,82,4729,3,Orange
"1022 Grubb Rd, San Antonio, TX",1022 Grubb Rd,San Antonio,TX,41,4743,6,Blue
"2639 NW Loop 410 Ste 102, San Antonio, TX",2639 NW Loop 410 Ste 102,San Antonio,TX,25,1365,9,Turquoise
"201 N High St, Uvalde, TX",201 N High St,Uvalde,TX,17,6419,2,Teal
"11745 Ih 10 West, San Antonio, TX",11745 Ih 10 West,San Antonio,TX,66,1698,2,Yellow
"17503 La Cantera Pkwy, San Antonio, TX",17503 La Cantera Pkwy,San Antonio,TX,53,24,9,Goldenrod
"8227 State Hwy 151 Unit 102, San Antonio, TX",8227 State Hwy 151 Unit 102,San Antonio,TX,48,3987,3,Puce
"18610 Blanco Rd, San Antonio, TX",18610 Blanco Rd,San Antonio,TX,46,1051,6,Violet
"5539 W Loop 1604 N, San Antonio, TX",5539 W Loop 1604 N,San Antonio,TX,52,9968,7,Teal
"7322 Jones Maltsberger, San Antonio, TX",7322 Jones Maltsberger,San Antonio,TX,10,1916,5,Aquamarine
"3138 SE Military Dr, San Antonio, TX",3138 SE Military Dr,San Antonio,TX,35,7701,2,Maroon
"331 Nolan St, San Antonio, TX",331 Nolan St,San Antonio,TX,25,6544,8,Yellow
"310 Himes Dr, Euless, TX",310 Himes Dr,Euless,TX,43,1922,7,Indigo
"607 N Miller Blvd, Oklahoma City, OK",607 N Miller Blvd,Oklahoma City,OK,50,1077,2,Aquamarine
"2400 Lacy Ln, Carrollton, TX",2400 Lacy Ln,Carrollton,TX,50,2704,8,Mauv
"13900 Midway Rd, Farmers Branch, TX",13900 Midway Rd,Farmers Branch,TX,80,8502,7,Pink
"3201 Lawrence Rd, Wichita Falls, TX",3201 Lawrence Rd,Wichita Falls,TX,25,5484,1,Teal
"4300 Kell Blvd, Wichita Falls, TX",4300 Kell Blvd,Wichita Falls,TX,31,204,7,Goldenrod
"1971 N. Us 287, Ste 113, Mansfield, TX",1971 N. Us 287,Mansfield,TX,68,8402,6,Goldenrod
"311 Interstate 20 E, Arlington, TX",311 Interstate 20 E,Arlington,TX,97,3333,5,Turquoise
"1002 N Collins St, Arlington, TX",1002 N Collins St,Arlington,TX,80,9134,5,Mauv
"6358 Lake Worth Blvd., Fort Worth, TX",6358 Lake Worth Blvd.,Fort Worth,TX,43,2583,9,Puce
"8416 Denton Hwy, Watauga, TX",8416 Denton Hwy,Watauga,TX,28,1664,9,Yellow
"1169 N. Burleson Blvd., Burleson, TX",1169 N. Burleson Blvd.,Burleson,TX,34,8272,4,Yellow
"220 Adams Drive Ste 210 Bldg C, Weatherford, TX",220 Adams Drive Ste 210 Bldg C,Weatherford,TX,97,6446,5,Yellow
"980 Melborne, Hurst, TX",980 Melborne,Hurst,TX,5,3407,3,Fuscia
"6600 North Freeway, Fort Worth, TX",6600 North Freeway,Fort Worth,TX,42,7614,9,Pink
"1401 William D Tate Ave Ste600, Grapevine, TX",1401 William D Tate Ave Ste600,Grapevine,TX,42,3115,8,Blue
"4801 Bryant Irvin Rd, Fort Worth, TX",4801 Bryant Irvin Rd,Fort Worth,TX,68,7125,8,Red
"1451 N Hwy 77, Waxahachie, TX",1451 N Hwy 77,Waxahachie,TX,11,254,2,Pink
"2834 S Hulen, Fort Worth, TX",2834 S Hulen,Fort Worth,TX,75,7578,9,Khaki
"1431 E. Southlake Blvd Ste 511, Southlake, TX",1431 E. Southlake Blvd Ste 511,Southlake,TX,32,9737,4,Violet
"2811 W Washington, Stephenville, TX",2811 W Washington,Stephenville,TX,47,1552,4,Maroon
"201 W Tom Stafford Ave, Weatherford, OK",201 W Tom Stafford Ave,Weatherford,OK,55,4569,1,Mauv
"3329 Turner Dr., #108s, Abilene, TX",3329 Turner Dr.,Abilene,TX,10,6247,1,Yellow
"Abi 4243 Southwest Drive, Abilene, TX",Abi 4243 Southwest Drive,Abilene,TX,20,7772,3,Turquoise
"2017 Knickerbocker Rd, San Angelo, TX",2017 Knickerbocker Rd,San Angelo,TX,66,607,3,Crimson
"4533 Sherwood Way, San Angelo, TX",4533 Sherwood Way,San Angelo,TX,40,2293,3,Mauv
"323 S Chadbourne St, San Angelo, TX",323 S Chadbourne St,San Angelo,TX,33,5898,5,Khaki
"210 W Commerce St, Brownwood, TX",210 W Commerce St,Brownwood,TX,15,1836,2,Goldenrod
"4301 Oil Belt Ln, Abilene, TX",4301 Oil Belt Ln,Abilene,TX,35,9774,4,Aquamarine
"2321 N University Ave, Lubbock, TX",2321 N University Ave,Lubbock,TX,46,3621,9,Yellow
"5109 82nd St Unit 4, Lubbock, TX",5109 82nd St Unit 4,Lubbock,TX,97,1079,6,Teal
"1420 Broadway St, Lubbock, TX",1420 Broadway St,Lubbock,TX,18,2766,8,Crimson
"6914 82nd St, Lubbock, TX",6914 82nd St,Lubbock,TX,5,4142,2,Indigo
"5016 Milwaukee Avenue, Lubbock, TX",5016 Milwaukee Avenue,Lubbock,TX,13,8181,4,Mauv
"601 University Ave Ste K, Lubbock, TX",601 University Ave Ste K,Lubbock,TX,25,5510,3,Turquoise
"3809 S General Bruce Dr, Temple, TX",3809 S General Bruce Dr,Temple,TX,39,4695,8,Violet
"3010 E. Hwy 190 Bldg 2 Ste 200, Copperas Cove, TX",3010 E. Hwy 190 Bldg 2 Ste 200,Copperas Cove,TX,36,6956,1,Blue
"201 E Central Texas Expressway, Harker Heights, TX",201 E Central Texas Expressway,Harker Heights,TX,56,3394,4,Purple
"1300 E Central Texas Expwy, Killeen, TX",1300 E Central Texas Expwy,Killeen,TX,8,1410,7,Maroon
"5959 Royal Lane, Ste 777, Dallas, TX",5959 Royal Lane,Dallas,TX,10,5125,9,Purple
"7800 N Macarthur Blvd, Ste 150, Irving, TX",7800 N Macarthur Blvd,Irving,TX,16,6337,1,Orange
"308 S Akard Street, Suite 101, Dallas, TX",308 S Akard Street,Dallas,TX,90,4859,6,Yellow
"1001 N. Beckley, Suite 614d, Desoto, TX",1001 N. Beckley,Desoto,TX,44,9016,3,Turquoise
