,Name,Address,City,State,Workers,Local,District,Contract,lon,lat
1712,"3851 Overland Ave, Culver City, CA",3851 Overland Ave,Culver City,CA,87,682,3,Khaki,-118.4071468,34.017385
1752,"1130 C Sepulveda Blvd, Manhattan Beach, CA",1130 C Sepulveda Blvd,Manhattan Beach,CA,69,4669,1,Aquamarine,-118.3954597,33.8876306
1710,"6000 Lankershim Blvd., North Hollywood, CA",6000 Lankershim Blvd.,North Hollywood,CA,21,140,6,Mauv,-118.3832191,34.1798815
1708,"8471 Beverly Blvd, Los Angeles, CA",8471 Beverly Blvd,Los Angeles,CA,36,103,9,Yellow,-118.3757285,34.0764219
1766,"18201 Hawthorne Blvd, Torrance, CA",18201 Hawthorne Blvd,Torrance,CA,46,4185,9,Violet,-118.3529977,33.8653011
1716,"1112 La Brea Ave, West Hollywood, CA",1112 La Brea Ave,West Hollywood,CA,79,4851,6,Purple,-118.3436267,34.0911447
1745,"24520 Crenshaw Blvd, Torrance, CA",24520 Crenshaw Blvd,Torrance,CA,18,4659,7,Puce,-118.3277253,33.8031053
1720,"350 N. San Fernado Road, Burbank, CA",350 N. San Fernado Road,Burbank,CA,44,6484,7,Red,-118.3112632,34.1832238
1709,"3764 Wilshire Blvd, Los Angeles, CA",3764 Wilshire Blvd,Los Angeles,CA,88,4400,8,Turquoise,-118.3085102,34.0615062
1733,"980 N Western Ave., Ste H, San Pedro, CA",980 N Western Ave.,San Pedro,CA,65,1000,7,Red,-118.3084318,33.7515978
1740,"679 E Sepulveda Blvd, Carson, CA",679 E Sepulveda Blvd,Carson,CA,63,1080,6,Pink,-118.2629863,33.8088476
1768,"20810 Avalon Blvd., Carson, CA",20810 Avalon Blvd.,Carson,CA,49,281,3,Goldenrod,-118.2623924,33.8415297
1707,"207 N Brand Blvd, Glendale, CA",207 N Brand Blvd,Glendale,CA,2,4562,2,Aquamarine,-118.2553311,34.1483095
1724,"420 S Grand Ave, Los Angeles, CA",420 S Grand Ave,Los Angeles,CA,4,615,9,Yellow,-118.2529665,34.0508495
1742,"6833 Pacific Blvd., Huntington Park, CA",6833 Pacific Blvd.,Huntington Park,CA,57,1295,3,Yellow,-118.2255704,33.9770396
1755,"1633 S. Alameda, Compton, CA",1633 S. Alameda,Compton,CA,74,5161,2,Mauv,-118.2189657,33.8797085
1723,"2002 W Avenue J, Lancaster, CA",2002 W Avenue J,Lancaster,CA,78,1166,5,Goldenrod,-118.1660718,34.68911
1756,"16279 Paramount Drive, Paramount, CA",16279 Paramount Drive,Paramount,CA,43,3426,3,Puce,-118.1611276,33.8862381
1901,"5057 Whittier Blvd, Los Angeles, CA",5057 Whittier Blvd,Los Angeles,CA,78,2954,5,Violet,-118.1603356,34.0212733
1906,"6045 E Slauson Ave, Commerce, CA",6045 E Slauson Ave,Commerce,CA,97,374,7,Purple,-118.1545551,33.9854552
1718,"1201 W Ave P, Palmdale, CA",1201 W Ave P,Palmdale,CA,48,4041,8,Goldenrod,-118.1520853,34.6022824
1905,"83 E. Coloroado Blvd, Pasadena, CA",83 E. Coloroado Blvd,Pasadena,CA,15,6547,5,Red,-118.1487263,34.1459881
1753,"5252 Lakewood Blvd, Lakewood, CA",5252 Lakewood Blvd,Lakewood,CA,66,9164,3,Yellow,-118.1419375,33.8534351
1747,"4917 East 2nd St, Long Beach, CA",4917 East 2nd St,Long Beach,CA,81,9632,7,Purple,-118.1367034,33.7613512
1780,"8420 Firestone Blvd., Downey, CA",8420 Firestone Blvd.,Downey,CA,7,2909,4,Blue,-118.1312281,33.9381875
1741,"2170 Bellflower Blvd, Long Beach, CA",2170 Bellflower Blvd,Long Beach,CA,8,6831,2,Puce,-118.1245204,33.7958808
1899,"810 East Valley Blvd., Alhambra, CA",810 East Valley Blvd.,Alhambra,CA,89,4808,9,Blue,-118.114531,34.078659
1743,"11440 South Street, Cerritos, CA",11440 South Street,Cerritos,CA,21,9909,2,Violet,-118.0893319,33.858094
1898,"5827 Rosemead Blvd, Temple City, CA",5827 Rosemead Blvd,Temple City,CA,16,9956,6,Goldenrod,-118.0739047,34.1056055
1907,"3699 E Foothill Blvd, Pasadena, CA",3699 E Foothill Blvd,Pasadena,CA,15,5735,4,Orange,-118.0731731,34.1505473
1749,"17500 Bloomfield Ave, Cerritos, CA",17500 Bloomfield Ave,Cerritos,CA,38,4237,2,Green,-118.063318,33.8721981
1738,"12900 Park Plaza Dr, Cerritos, CA",12900 Park Plaza Dr,Cerritos,CA,72,815,6,Green,-118.0569839,33.8674373
1736,"12911 E 183rd St, Cerritos, CA",12911 E 183rd St,Cerritos,CA,64,9094,4,Crimson,-118.0568924,33.8663356
1953,"12911 E 183rd St, Cerritos, CA",12911 E 183rd St,Cerritos,CA,79,9590,9,Maroon,-118.0568924,33.8663356
1926,"7501 Edinger Avenue, Huntington Beach, CA",7501 Edinger Avenue,Huntington Beach,CA,81,8554,3,Fuscia,-117.997245,33.7305602
1924,"16496 Beach Blvd, Westminster, CA",16496 Beach Blvd,Westminster,CA,100,4599,4,Crimson,-117.9886438,33.7235812
1902,"2000 W. Imperial Hwy, La Habra, CA",2000 W. Imperial Hwy,La Habra,CA,24,6195,9,Yellow,-117.9687864,33.9169398
1934,"10035 Adams Ave., Huntington Beach, CA",10035 Adams Ave.,Huntington Beach,CA,66,9886,6,Turquoise,-117.9527708,33.6741077
1935,"301 N Crescent Way, Anaheim, CA",301 N Crescent Way,Anaheim,CA,68,9743,3,Mauv,-117.9476912,33.8356362
1936,"18011 Newhope Street, Fountain Valley, CA",18011 Newhope Street,Fountain Valley,CA,33,3070,4,Puce,-117.9351977,33.7015944
1903,"112 Plaza Dr Ste 426, West Covina, CA",112 Plaza Dr Ste 426,West Covina,CA,70,8700,4,Goldenrod,-117.9327577,34.0709805
1928,"1345 S Harbor Blvd, Fullerton, CA",1345 S Harbor Blvd,Fullerton,CA,54,2711,2,Pink,-117.9262503,33.8581963
1930,"13102 Harbor Blvd, Garden Grove, CA",13102 Harbor Blvd,Garden Grove,CA,96,5821,5,Yellow,-117.920083,33.7728786
1922,"298 E 17th St, Costa Mesa, CA",298 E 17th St,Costa Mesa,CA,90,3995,2,Yellow,-117.9153344,33.6334944
1904,"17342 Colima Rd, Rowland Heights, CA",17342 Colima Rd,Rowland Heights,CA,65,9314,2,Yellow,-117.915014,33.9905662
1927,"3711 S Bristol St, Santa Ana, CA",3711 S Bristol St,Santa Ana,CA,93,104,5,Purple,-117.8848486,33.6982061
1929,"1643 E Imperial Hwy, Brea, CA",1643 E Imperial Hwy,Brea,CA,20,908,6,Green,-117.8808201,33.9111378
1937,"417 W. Warner, Santa Ana, CA",417 W. Warner,Santa Ana,CA,88,7482,7,Khaki,-117.8725859,33.7164006
1923,"125 S Main St, Orange, CA",125 S Main St,Orange,CA,31,749,1,Violet,-117.8669256,33.7872398
1921,"1452 Edinger Ave, Tustin, CA",1452 Edinger Ave,Tustin,CA,82,8073,3,Puce,-117.829769,33.7211074
1900,"830 West Arrow Hwy, San Dimas, CA",830 West Arrow Hwy,San Dimas,CA,84,3458,4,Red,-117.8217838,34.1044507
1920,"2775 El Camino Real, Tustin, CA",2775 El Camino Real,Tustin,CA,25,7664,1,Pink,-117.7937042,33.7269728
1932,"5550 E. Santa Ana Canyon Road, Anaheim, CA",5550 E. Santa Ana Canyon Road,Anaheim,CA,55,153,5,Aquamarine,-117.7930859,33.8510599
1931,"6328 Irvine Blvd, Irvine, CA",6328 Irvine Blvd,Irvine,CA,65,6435,6,Orange,-117.7409318,33.6961172
1754,"3935 Grand Ave, Chino Hills, CA",3935 Grand Ave,Chino Hills,CA,9,1918,3,Turquoise,-117.717595,33.9969759
1925,"23842 El Toro Rd, Lake Forest, CA",23842 El Toro Rd,Lake Forest,CA,94,1979,3,Puce,-117.7053782,33.6159418
1774,"320 S Mountain Ave, Upland, CA",320 S Mountain Ave,Upland,CA,71,3040,5,Turquoise,-117.6697707,34.0900835
1933,"225 West Avenida Vista Hermosa, San Clemente, CA",225 West Avenida Vista Hermosa,San Clemente,CA,68,2697,3,Yellow,-117.6294115,33.4389193
1758,"2200 South Grove Ave., Ontario, CA",2200 South Grove Ave.,Ontario,CA,97,7905,7,Turquoise,-117.6289646,34.033721
1764,"3950 S Main St, Corona, CA",3950 S Main St,Corona,CA,85,5609,1,Blue,-117.5736295,33.8288285
1757,"7875 Monticello Ave Space 1012, Rancho Cucamonga, CA",7875 Monticello Ave Space 1012,Rancho Cucamonga,CA,62,6141,4,Khaki,-117.5354819,34.11043
1763,"2690 Tuscany St., Corona, CA",2690 Tuscany St.,Corona,CA,47,254,6,Goldenrod,-117.5152892,33.8235254
1748,"3502 Tyler Street Suite 103, Riverside, CA",3502 Tyler Street Suite 103,Riverside,CA,50,9793,7,Pink,-117.4580212,33.9066803
1765,"16232 Foothill Blvd., Fontana, CA",16232 Foothill Blvd.,Fontana,CA,97,1291,8,Red,-117.4507803,34.1069825
1676,"6117 N Division St, Spokane, WA",6117 N Division St,Spokane,WA,83,7648,8,Violet,-117.4120539,47.7138498
1701,"6117 N Division St, Spokane, WA",6117 N Division St,Spokane,WA,16,1919,6,Fuscia,-117.4120539,47.7138498
1674,"4750 North Division, Spokane, WA",4750 North Division,Spokane,WA,72,2151,3,Blue,-117.4085408,47.702905
1762,"4135 Garner Rd, Riverside, CA",4135 Garner Rd,Riverside,CA,52,5612,7,Khaki,-117.3659603,34.0159008
1778,"12600 Armargosa Rd, Victorville, CA",12600 Armargosa Rd,Victorville,CA,11,3383,7,Red,-117.3401169,34.4794857
1942,"2530 Vista Way, Oceanside, CA",2530 Vista Way,Oceanside,CA,41,5262,2,Khaki,-117.3332876,33.183907
1779,"1375 Camino Real, San Bernardino, CA",1375 Camino Real,San Bernardino,CA,81,6169,8,Fuscia,-117.2966876,34.0761189
1737,"12625 Frederick St. Suite V, Moreno Valley, CA",12625 Frederick St. Suite V,Moreno Valley,CA,79,5463,9,Khaki,-117.2636501,33.9377809
1760,"1060 E Harriman Place Ste C-6, San Bernandino, CA",1060 E Harriman Place Ste C-6,San Bernandino,CA,22,7124,8,Khaki,-117.2627612,34.0670787
815,"10906 E Marietta Ave, Spokane Valley, WA",10906 E Marietta Ave,Spokane Valley,WA,37,6100,7,Orange,-117.2581087,47.6814642
1938,"347 Vista Village Drive, Vista, CA",347 Vista Village Drive,Vista,CA,9,214,3,Turquoise,-117.2468975,33.199666
1943,"3435 Del Mar Heights Rd Ste D2, San Diego, CA",3435 Del Mar Heights Rd Ste D2,San Diego,CA,71,9049,6,Goldenrod,-117.2327501,32.9533118
1776,"1971 West Redlands Blvd, Redlands, CA",1971 West Redlands Blvd,Redlands,CA,23,944,4,Purple,-117.2204297,34.0626224
1908,"3361 Rosecrans, San Diego, CA",3361 Rosecrans,San Diego,CA,99,3534,6,Maroon,-117.2065026,32.7488578
1772,"25145 Madison Ave., Murrieta, CA",25145 Madison Ave.,Murrieta,CA,37,4058,9,Orange,-117.2012079,33.5572634
1668,"15319 Indiana Ave, Spokane, WA",15319 Indiana Ave,Spokane,WA,73,7450,6,Turquoise,-117.1988343,47.6723138
1941,"133 S. Las Posas, San Marcos, CA",133 S. Las Posas,San Marcos,CA,67,9253,9,Purple,-117.1911401,33.1420918
1919,"5690 Balboa Arms Dr, San Diego, CA",5690 Balboa Arms Dr,San Diego,CA,76,1559,7,Fuscia,-117.1767321,32.8224781
1918,"252 Broadway, San Diego, CA",252 Broadway,San Diego,CA,7,1867,5,Green,-117.1622659,32.7160099
1914,"7480 Convoy Ct, San Diego, CA",7480 Convoy Ct,San Diego,CA,62,6038,6,Fuscia,-117.1578167,32.8352237
1775,"26580 Ynez Road, Temecula, CA",26580 Ynez Road,Temecula,CA,8,4659,4,Khaki,-117.1567598,33.5223173
1913,"8225 Mira Mesa Blvd, San Diego, CA",8225 Mira Mesa Blvd,San Diego,CA,59,9582,5,Red,-117.1465583,32.9122522
1915,"2011 Camino Del Este North, San Diego, CA",2011 Camino Del Este North,San Diego,CA,37,2035,4,Blue,-117.1431081,32.7697061
1940,"1268 Auto Pkwy, Escondido, CA",1268 Auto Pkwy,Escondido,CA,23,8357,1,Khaki,-117.0993809,33.1117987
1912,"555 Broadway, Chula Vista, CA",555 Broadway,Chula Vista,CA,89,9854,1,Indigo,-117.0873905,32.630241
1939,"11954 Carmel Mtn Rnch Rd, San Diego, CA",11954 Carmel Mtn Rnch Rd,San Diego,CA,68,9142,3,Goldenrod,-117.0735241,32.9805356
1910,"3030 Plaza Bonita Rd., National City, CA",3030 Plaza Bonita Rd.,National City,CA,54,4214,5,Khaki,-117.0658009,32.6562124
1759,"2350 W Florida Ave, Hemet, CA",2350 W Florida Ave,Hemet,CA,64,8177,2,Goldenrod,-116.9963254,33.7477258
1909,"50 Town Center Pkwy, Santee, CA",50 Town Center Pkwy,Santee,CA,88,3601,7,Turquoise,-116.9888064,32.8395987
1916,"878 Eastlake Parkway, Chula Vista, CA",878 Eastlake Parkway,Chula Vista,CA,40,5896,3,Crimson,-116.9705123,32.65149
1917,"2883 Jamacha Rd, El Cajon, CA",2883 Jamacha Rd,El Cajon,CA,61,40,5,Khaki,-116.93683,32.7401754
1667,"269 W Prairie Shopping Cntr, F, Hayden, ID",269 W Prairie Shopping Cntr,Hayden,ID,63,663,5,Khaki,-116.790196,47.746884
1584,"16597 North Marketplace Blvd, Nampa, ID",16597 North Marketplace Blvd,Nampa,ID,100,9184,8,Blue,-116.592024,43.6136968
1771,"2465 E Palm Canyon Dr Ste 1210, Palm Springs, CA",2465 E Palm Canyon Dr Ste 1210,Palm Springs,CA,24,4279,9,Purple,-116.5212254,33.8007621
1769,"72-286 Hwy 111, Palm Desert, CA",72-286 Hwy 111,Palm Desert,CA,51,9890,5,Yellow,-116.4028361,33.7292403
1583,"2386 N Eagle Road, Meridian, ID",2386 N Eagle Road,Meridian,ID,71,3451,1,Goldenrod,-116.3538557,43.6262792
1582,"5800 N Meeker Ave, Boise, ID",5800 N Meeker Ave,Boise,ID,77,5399,7,Khaki,-116.3353566,43.6572056
1735,"78982 Hwy 111, Suite 1a, La Quinta, CA",78982 Hwy 111,La Quinta,CA,82,3303,6,Blue,-116.2876259,33.7094442
1585,"501 N Milwaukee St, Boise, ID",501 N Milwaukee St,Boise,ID,54,1854,7,Red,-116.2858988,43.6093219
1734,"42425 Jackson Street, Ste F, Indio, CA",42425 Jackson Street,Indio,CA,100,6173,4,Fuscia,-116.2193026,33.7408034
1818,"2572 Idaho St Ste A-3, Elko, NV",2572 Idaho St Ste A-3,Elko,NV,100,9591,4,Maroon,-115.7442307,40.851893
1911,"500 E Danenberg Drive Ste 100, El Centro, CA",500 E Danenberg Drive Ste 100,El Centro,CA,3,716,8,Purple,-115.5345059,32.7682305
1817,"920 S Rampart Blvd, Las Vegas, NV",920 S Rampart Blvd,Las Vegas,NV,60,1029,6,Orange,-115.2911292,36.1613848
1951,"920 S Rampart Blvd, Las Vegas, NV",920 S Rampart Blvd,Las Vegas,NV,39,9196,6,Purple,-115.2911292,36.1613848
1821,"7425 S. Durango Dr, Las Vegas, NV",7425 S. Durango Dr,Las Vegas,NV,43,573,8,Purple,-115.2795449,36.0532899
1815,"5705 Centennial Center Blv 110, Las Vegas, NV",5705 Centennial Center Blv 110,Las Vegas,NV,11,6707,9,Red,-115.2584993,36.264914
1814,"7531 W Lake Mead Blvd, Las Vegas, NV",7531 W Lake Mead Blvd,Las Vegas,NV,79,6339,8,Yellow,-115.2582446,36.1956283
1811,"4750 W. Sahara Ave, Las Vegas, NV",4750 W. Sahara Ave,Las Vegas,NV,53,587,6,Violet,-115.2066085,36.1455069
1813,"6436 N. Decator Blvd, Las Vegas, NV",6436 N. Decator Blvd,Las Vegas,NV,75,892,1,Goldenrod,-115.2058882,36.2770954
1823,"4380 Blue Diamond Rd, Las Vegas, NV",4380 Blue Diamond Rd,Las Vegas,NV,54,2494,3,Red,-115.1987813,36.0374939
1824,"2015 W Craig Rd, North Las Vegas, NV",2015 W Craig Rd,North Las Vegas,NV,15,8114,2,Fuscia,-115.1715467,36.2391589
1952,"6750 Via Austi Pkwy, Las Vegas, NV",6750 Via Austi Pkwy,Las Vegas,NV,24,6002,4,Orange,-115.1623753,36.0667368
1810,"9310 S. Eastern Ave, Las Vegas, NV",9310 S. Eastern Ave,Las Vegas,NV,16,5843,1,Red,-115.1169315,36.0191006
1816,"325 N. Nellis Blvd. Ste 130, Las Vegas, NV",325 N. Nellis Blvd. Ste 130,Las Vegas,NV,14,5746,1,Purple,-115.0624924,36.1678939
1822,"609 N Stephanie St., Henderson, NV",609 N Stephanie St.,Henderson,NV,18,1389,1,Indigo,-115.0479329,36.065242
1587,"799 Cheney Drive, Twin Falls, ID",799 Cheney Drive,Twin Falls,ID,74,2727,7,Yellow,-114.4619136,42.5889035
1675,"135 Hutton Ranch Plaza Ste 101, Kalispell, MT",135 Hutton Ranch Plaza Ste 101,Kalispell,MT,45,9252,7,Red,-114.3290854,48.2333715
1670,"1354 Hutton Ranch Rd Ste 101, Kalispell, MT",1354 Hutton Ranch Rd Ste 101,Kalispell,MT,24,6002,4,Khaki,-114.323593,48.2362927
1605,"3333 W Hwy 56, Cedar City, UT",3333 W Hwy 56,Cedar City,UT,55,1729,4,Pink,-113.1172371,37.6845084
1588,"948 N Harrison, Pocatello, ID",948 N Harrison,Pocatello,ID,84,1893,6,Goldenrod,-112.4568361,42.869283
1500,"13757 West Bell Road, Surprise, AZ",13757 West Bell Road,Surprise,AZ,75,3481,4,Red,-112.3562228,33.6370669
1495,"1330 N Dysart Road, Goodyear, AZ",1330 N Dysart Road,Goodyear,AZ,62,6570,1,Red,-112.3414607,33.461036
1499,"7515 W Encanto Blvd, Phoenix, AZ",7515 W Encanto Blvd,Phoenix,AZ,63,3162,9,Yellow,-112.2224277,33.4724117
1508,"7530 W Bell Rd, Glendale, AZ",7530 W Bell Rd,Glendale,AZ,54,4522,7,Red,-112.220984,33.6398836
1498,"10460 N 28th Drive, Phoenix, AZ",10460 N 28th Drive,Phoenix,AZ,14,1199,8,Goldenrod,-112.1226222,33.5814163
1515,"211 W Monroe St, Phoenix, AZ",211 W Monroe St,Phoenix,AZ,79,700,9,Pink,-112.0769793,33.4499993
1502,"2002 East Camelback Road, Phoenix, AZ",2002 East Camelback Road,Phoenix,AZ,48,7773,8,Orange,-112.0384617,33.5095868
1600,"3069 S. Colt Plaza Dr., West Valley City, UT",3069 S. Colt Plaza Dr.,West Valley City,UT,78,9528,3,Blue,-112.0255136,40.704324
1586,"2890 S 25th E, Idaho Falls, ID",2890 S 25th E,Idaho Falls,ID,34,7168,1,Violet,-111.9853572,43.4717296
1706,"2305 S Presidents Dr, Salt Lake City, UT",2305 S Presidents Dr,Salt Lake City,UT,83,1774,6,Orange,-111.9847034,40.7236425
1599,"11426 South District Drive, South Jordan, UT",11426 South District Drive,South Jordan,UT,86,5976,3,Fuscia,-111.9830363,40.5437376
1504,"4722 E Ray Rd, Phoenix, AZ",4722 E Ray Rd,Phoenix,AZ,15,1428,6,Turquoise,-111.9811417,33.3215648
1590,"3758 W 7800 S, West Jordan, UT",3758 W 7800 S,West Jordan,UT,11,2015,4,Red,-111.9805444,40.609982
1592,"4025 Riverdale Road, Ogden, UT",4025 Riverdale Road,Ogden,UT,38,1128,3,Orange,-111.9803393,41.1924033
1494,"12221 N. Tatum Bloulevard, Phoenix, AZ",12221 N. Tatum Bloulevard,Phoenix,AZ,58,2365,1,Blue,-111.9803348,33.5977086
1591,"936 N Main St, Layton, UT",936 N Main St,Layton,UT,36,2860,3,Purple,-111.9794732,41.0740576
1593,"2572 Washington Blvd, Ogden, UT",2572 Washington Blvd,Ogden,UT,50,8805,1,Maroon,-111.9699821,41.21908
1496,"5000 Arizona Mills Circle, Tempe, AZ",5000 Arizona Mills Circle,Tempe,AZ,45,3702,5,Violet,-111.964918,33.3820989
1493,"4545 N Scottsdale Rd, Scottsdale, AZ",4545 N Scottsdale Rd,Scottsdale,AZ,66,4092,8,Goldenrod,-111.9257606,33.5037308
1506,"17025 N Scottsdale Rd, Scottsdale, AZ",17025 N Scottsdale Rd,Scottsdale,AZ,15,3866,9,Purple,-111.9245358,33.6405155
1497,"2000 East Rio Salado Pkwy, Tempe, AZ",2000 East Rio Salado Pkwy,Tempe,AZ,98,1255,1,Yellow,-111.9055278,33.4329995
1505,"2020 E Rio Salado Pkwy Ste 103, Tempe, AZ",2020 E Rio Salado Pkwy Ste 103,Tempe,AZ,24,9373,8,Khaki,-111.9044295,33.4318284
1596,"11316 State Street, Sandy, UT",11316 State Street,Sandy,UT,74,732,9,Purple,-111.8917435,40.5461163
1501,"2780 W Chandler Blvd, Chandler, AZ",2780 W Chandler Blvd,Chandler,AZ,57,9807,2,Purple,-111.8910466,33.3064165
1604,"576 E 400 S, Salt Lake City, UT",576 E 400 S,Salt Lake City,UT,62,6346,1,Fuscia,-111.8743951,40.7603882
1519,"1355 W University Dr, Mesa, AZ",1355 W University Dr,Mesa,AZ,75,4667,9,Crimson,-111.8600259,33.4213327
1606,"1140 Brickyard Rd Suite 180, Salt Lake City, UT",1140 Brickyard Rd Suite 180,Salt Lake City,UT,86,3976,5,Puce,-111.8588566,40.7020923
1602,"1010 North Main, Logan, UT",1010 North Main,Logan,UT,78,9522,7,Khaki,-111.8339701,41.7504602
1603,"1299 East Main St. Ste 110, Lehi, UT",1299 East Main St. Ste 110,Lehi,UT,72,4261,9,Green,-111.8292442,40.3886945
1607,"3100 E Kennedy Dr, Salt Lake City, UT",3100 E Kennedy Dr,Salt Lake City,UT,20,908,6,Yellow,-111.8016168,40.7500283
1601,"1865 W Pleasant Grove Blvd D, Pleasant Grove, UT",1865 W Pleasant Grove Blvd D,Pleasant Grove,UT,10,7800,1,Crimson,-111.7646749,40.3530346
1507,"2224 E. Williams Field Road, Gilbert, AZ",2224 E. Williams Field Road,Gilbert,AZ,35,6931,3,Indigo,-111.7427414,33.3081148
1512,"1202 E Florence Blvd, Casa Grande, AZ",1202 E Florence Blvd,Casa Grande,AZ,57,8369,6,Khaki,-111.7354286,32.8798003
1503,"1411 South Power Rd Ste 300, Mesa, AZ",1411 South Power Rd Ste 300,Mesa,AZ,51,8695,2,Maroon,-111.683885,33.3900704
1597,"545 E University Pkwy Ste 100, Orem, UT",545 E University Pkwy Ste 100,Orem,UT,58,3311,7,Indigo,-111.683648,40.274168
1669,"1459 N 19th Ave Bldg C Ste A, Bozeman, MT",1459 N 19th Ave Bldg C Ste A,Bozeman,MT,39,9196,6,Goldenrod,-111.0629839,45.6941843
1510,"1217 W Irvington Rd, Tucson, AZ",1217 W Irvington Rd,Tucson,AZ,18,2949,7,Blue,-110.9905956,32.1619457
1511,"18726 S Nogales Hwy, Green Valley, AZ",18726 S Nogales Hwy,Green Valley,AZ,22,3236,6,Crimson,-110.9813735,31.9103607
1520,"126 E Alameda St, Tucson, AZ",126 E Alameda St,Tucson,AZ,45,337,7,Puce,-110.9693847,32.2240536
1509,"6351 E Broadway Blvd Ste 101, Tucson, AZ",6351 E Broadway Blvd Ste 101,Tucson,AZ,37,6769,1,Fuscia,-110.8561014,32.221323
1579,"105 Buffalo Way, Jackson Hole, WY",105 Buffalo Way,Jackson Hole,WY,45,9410,9,Goldenrod,-110.789149,43.4726105
1595,"192 N 200 E, Roosevelt, UT",192 N 200 E,Roosevelt,UT,9,6693,5,Khaki,-109.9882756,40.3017817
1598,"1152 W Hwy 40 Ste 5, Vernal, UT",1152 W Hwy 40 Ste 5,Vernal,UT,74,6088,8,Red,-109.5287479,40.4555157
1678,"2564 King Ave W Ste H, Billings, MT",2564 King Ave W Ste H,Billings,MT,16,2124,5,Goldenrod,-108.5803629,45.7546813
1679,"3011 2nd Ave N, Billings, MT",3011 2nd Ave N,Billings,MT,23,7800,5,Yellow,-108.5096641,45.7816716
1677,"2000 Coburn Rd, Billings, MT",2000 Coburn Rd,Billings,MT,77,721,8,Yellow,-108.450171,45.759575
1489,"3554 E Main St Ste A, Farmington, NM",3554 E Main St Ste A,Farmington,NM,23,5180,4,Goldenrod,-108.1585561,36.7517099
1517,"5825 E Main St, Farmington, NM",5825 E Main St,Farmington,NM,52,9898,2,Yellow,-108.1352236,36.7728828
1623,"178 Bodo Dr, Durango, CO",178 Bodo Dr,Durango,CO,27,589,4,Turquoise,-107.8762051,37.2452596
1488,"2808 N. Telshore Blvd., Las Cruces, NM",2808 N. Telshore Blvd.,Las Cruces,NM,25,4608,9,Turquoise,-106.7651277,32.3469298
1492,"10036 Coors Bypass N.w., Albuquerque, NM",10036 Coors Bypass N.w.,Albuquerque,NM,40,6448,6,Khaki,-106.6601251,35.1977672
1518,"111 3rd St NW, Albuquerque, NM",111 3rd St NW,Albuquerque,NM,69,8566,4,Violet,-106.6509137,35.0851071
1516,"3722a Hawkins St NE, Albuquerque, NM",3722a Hawkins St NE,Albuquerque,NM,1,8267,3,Puce,-106.6019931,35.1623521
1476,"821 Southwestern Dr, El Paso, TX",821 Southwestern Dr,El Paso,TX,64,7991,7,Fuscia,-106.5748887,31.8605505
1472,"1575 N Resler Dr, El Paso, TX",1575 N Resler Dr,El Paso,TX,74,475,2,Yellow,-106.5736917,31.8884566
1491,"2200 Louisiana Blvd. NE, Albuquerque, NM",2200 Louisiana Blvd. NE,Albuquerque,NM,95,2265,2,Purple,-106.5667858,35.1030564
1475,"655 Sunland Park Drive, El Paso, TX",655 Sunland Park Drive,El Paso,TX,70,4302,5,Puce,-106.5410061,31.8213126
1477,"8889 Gateway W. Blvd Ste 2500, El Paso, TX",8889 Gateway W. Blvd Ste 2500,El Paso,TX,5,5251,8,Purple,-106.3747971,31.7710581
1581,"4070 Plaza Dr, Casper, WY",4070 Plaza Dr,Casper,WY,7,9856,2,Purple,-106.3711689,42.817484
1474,"1321 George Dieter Drive, El Paso, TX",1321 George Dieter Drive,El Paso,TX,9,1864,8,Crimson,-106.3032914,31.7239176
1473,"12211 Montwood, El Paso, TX",12211 Montwood,El Paso,TX,84,6599,4,Violet,-106.2654076,31.761353
1580,"6750 Wildcat Rd, Evansville, WY",6750 Wildcat Rd,Evansville,WY,58,7299,6,Khaki,-106.2187984,42.8509338
1513,"3494 Zafarano Drive, Santa Fe, NM",3494 Zafarano Drive,Santa Fe,NM,24,6699,4,Green,-106.0137602,35.6435799
1578,"1103 E Boxelder Rd Ste I, Gillette, WY",1103 E Boxelder Rd Ste I,Gillette,WY,63,5823,1,Turquoise,-105.4882407,44.277905
1615,"1675 29th Street, Boulder, CO",1675 29th Street,Boulder,CO,88,7482,7,Yellow,-105.256509,40.0164918
1634,"14195 W. Colfax Avenue, Lakewood, CO",14195 W. Colfax Avenue,Lakewood,CO,72,2151,3,Yellow,-105.1593254,39.735972
1620,"589 South Hover St., Longmont, CO",589 South Hover St.,Longmont,CO,41,5262,2,Mauv,-105.1313494,40.1527262
1614,"1 W. Flatiron Crossing Dr, Broomfield, CO",1 W. Flatiron Crossing Dr,Broomfield,CO,33,3070,4,Green,-105.1311948,39.9324925
1632,"5131 Kipling Street, Wheat Ridge, CO",5131 Kipling Street,Wheat Ridge,CO,64,4063,5,Yellow,-105.1111406,39.7899985
1629,"8246 W Bowles Ave, Littleton, CO",8246 W Bowles Ave,Littleton,CO,39,9196,6,Blue,-105.0898099,39.606778
